source,target,t5_label,t5,actual
"""multilabel classification: multiplication instead of division in StrtodNormalPrecision method --- Hi,    I was going through the source code and found out that [StrtodNormalPrecision](https://github.com/Tencent/rapidjson/blob/7484e06c589873e1ed80382d262087e4fa80fb63/include/rapidjson/internal/strtod.h#L34) uses division. I was wondering, isn't it better to use multiplication as it is generally faster than division by extending [Pow10](https://github.com/Tencent/rapidjson/blob/master/include/rapidjson/internal/pow10.h#L29) constant map to accommodate negative pow? Is there a specific reason for that?""",performance,feature,0,1
multilabel classification: Pagination is causing issues when changing the number of items per page --- ,bug,bug,0,0
multilabel classification: constructing a CSR matrix from the coo input is slow. --- ,performance,performance,1,1
multilabel classification: extra option for terrain block to disable the update of the basetextu… --- …re 2    Little change that was missing in the first PR since Github web interface does not seem allow editing multiple files for a PR and I was lazy.,feature,feature,0,0
multilabel classification: Reset password finish is posting the password in the URL querystring instead of body --- ,bug,bug,0,0
multilabel classification: Jest fails because of outdated jsdom dependency in jest-environment-jsdom --- ,bug,bug,0,0
multilabel classification: babel-jest does not locate babel config when it is in root directory --- ,bug,bug,0,0
"""multilabel classification: More lenient base64 decoder, base64 performance improvements --- - [x] Allow missing ('Zm'), partial ('Zm='), and extra padding ('Zm====') in the base64 decoder  - [x] Improve base-64 fast path encoder and decoder performance  - [x] Improve base-64 slow path encoder and decoder performance without increasing footprint  - [x] Base64 testcase coverage improvements  - [x] Make base64 support optional (DUK_USE_BASE64_SUPPORT) and disable it by default in lowmem configuration  - [x] Make hex support optional (DUK_USE_HEX_SUPPORT) and disable it by default in lowmem configuration  - [x] 2.3 migration note for base64/hex and lowmem  - [x] Releases entry    Performance improvements for fast path on my development laptop (Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz) measured using tests/perf/test-base64* (includes string intern after encode):  - Base64 encode: 1030 MB/sec in master, 1170 MB/sec after  - Base64 decode: 1770 MB/sec in master, 1900 MB/sec after    Performance improvements for slow path:  - Base64 encode: 130 MB/sec in master, 360 MB/sec after  - B""",performance,performance,1,1
multilabel classification: PERF: Be smarter about counting the number of minutes across a contiguous bunch of sessions. --- ,performance,performance,1,1
"""multilabel classification: pickling=True in save_module seems to slow down completions  --- Environment:    * python 2.7  * jedi from master branch (270f70ea7efaea23c325f2e307305900007e9e0c)  * test script:      If I force `pickling` to False in `save_module`, getting recommendations with no cache is much faster.    change:        Results from master:      Results with `picking = False`:    """,performance,performance,1,1
"""multilabel classification: Generating an entity called """"load"""" will cause a 400 error when adding a new load through entity management --- """,bug,bug,0,0
multilabel classification: hibernate lazyinitialisation exception calling getAllEntity with dtos and services --- ,bug,bug,0,0
"""multilabel classification: feat: 通过环境变量, 禁用 copy 操作. --- ## PR 描述  通过环境变量, 禁用 copy 操作 https://github.com/mozillazg/python-pinyin/issues/113.    ## 待办事项    * [x] 符合代码规范  * [x] 单元测试  * [x] 文档      <!--  感谢你的贡献！❤️  -->  """,feature,feature,0,0
multilabel classification: Jest hangs when a worker runs out of memory --- ,bug,bug,0,0
multilabel classification: Error: MomentLocalesPlugin: Moment.js doesn't include a locale you specified: ua. Check the plugins `localesToKeep` option --- ,bug,bug,0,0
multilabel classification: in production mode cookie theft exception is thrown every time when user's session expires jhipster v3.1.0  --- ,bug,bug,0,0
multilabel classification: Running --runInBand or --maxWorkers=1 and --no-cache invokes TypeError: Cannot read property 'some' of undefined in @babel/helper-module-transforms/lib/index.js --- ,bug,bug,0,0
multilabel classification: DTO getter does not have the same format as in toString --- ,bug,bug,0,0
multilabel classification: Multiple type definitions are not found using Jest 24.3.1 --- ,bug,bug,0,0
multilabel classification: Logging in with a language other than the language set in user settings breaks the translation --- ,bug,bug,0,0
multilabel classification: Running tests in coverage mode causes error with generated swagger docs --- ,bug,bug,0,0
multilabel classification: Generated tests for entities fail if there is a constraint on the string length --- ,bug,bug,0,0
multilabel classification: A loss of design direction (RTL) using arabic translation when refresh page --- ,bug,performance,1,0
"""multilabel classification: Adds some bake-to-collada functions --- Makes it so prefabs can correctly 'export to collada' by running the buildPolyList function on it's children.    Also adds a 'Bake Selection to Mesh' option to the tools menu in the editor to export the selected mesh to a collada file, and then replaces the selection with a TSStatic.""",feature,feature,0,0
multilabel classification: Pagination HTML does not show First anchor and Previous anchor not shown until after page 2 --- ,bug,bug,0,0
"""multilabel classification: Test failure for entities with service, JPA filtering, required relationship to User and a true DB --- """,bug,bug,0,0
multilabel classification: Adds the RotationF math class. --- The class is designed as a general-purpose rotation/orientation class to make it easy to work with rotations and swap between math types as easily as possible. ,feature,feature,0,0
multilabel classification: [BUG] User Management edit user throws exception while saving email that is already in use. --- ,bug,bug,0,0
"""multilabel classification: Add likely/unlikely attributes to resize operations --- Split most important resize operations into a hot part (check that no resize needed) and a cold part (resize actually needed). Because the resize part is relatively large, make it a separate cold/noinline function so that it won't get inlined into the main path; this improves code locality.    Also add likely/unlikely attributes to duk_api_stack.c error/range and API call argument validation checks.    This seems to improve Google benchmark score by about 5 points (difficult to measure accurately).""",performance,performance,1,1
"""multilabel classification: move nni_clock() operations to outside the nni_aio_lk. --- Testing (see #310 ) reveals that the nni_aio_lk is extremely hot.  There are big changes we can and should investigate here, but an easy way to reduce the hotness of that logic is to move the calls to nni_clock() outside of the lock.  The nni_clock() operation on some platforms includes expensive operations like divide, and in some cases register access or additional lock operations.  (Ideally this operation should be cheap, but its expensive enough to matter.)    Actually, on many systems, QueryPerformanceCounter is rather expensive; it may be beneficial to consider replacing this with GetTickCount long term.""",performance,performance,1,1
"""multilabel classification: mongoengine slow serialization of embedded documents with reference fields --- I have a small DB with about 500 records. Using the following model:    And performing:    I'm finding that the query and serialization time for `'form': self.form.short` case takes 1.12s and 1.36s, respectively, however, for the `'structure': self.structure.short` case it is 1.14s and 24.1s. The query times have not changed, however, the serialization time for an embedded document with a reference takes about 24 times longer...! Why such a big difference? I've also submitted this as a stackoverflow question in case someone wants some points. http://stackoverflow.com/questions/39088519/mongoengine-slow-serialization-of-embedded-documents-with-reference-fields """,performance,performance,1,1
"""multilabel classification: Performance compared to other libraries --- ## Prerequisites    - [x] I have searched for similar issues in both open and closed tickets and cannot find a duplicate  - [x] The issue still exists against the latest `master` branch of Select2  - [x] This is not a usage question (Those should be directed to the [community](https://select2.github.io/community.html))  - [ ] I have attempted to find the simplest possible steps to reproduce the issue  - [ ] I have included a failing test as a pull request (Optional)    ## Steps to reproduce the issue    1. run the tests on https://jsperf.com/chosen-select2-selectize    ## Expected behavior and actual behavior    When I follow those steps, I see... that select2 is orders of magnitude slower than other libraries that offer similar solutions.  See screenshot showing the **other libraries 64 times faster than select2**.    I was expecting... select2 to have comparable performance.    Perhaps the test case is bad, but it's best if someone familiar with the inner workings of select2 will loo""",performance,performance,1,1
"""multilabel classification: Internal optimization for unique lists with known number of elements --- For example, `sets(sampled_from(x), max_size=len(x))` will almost always stop due to rejection sampling before it reaches the max size - and so we're likely to miss errors that occur when all valid elements are present.  `min_size=len(x)` is just hilariously inefficient, and users would be better off with `permutations(x).map(set)`.    But why should users have to care about our internal limitations like this?  I propose to just fix this internally, by making `UniqueListStrategy` check if the elements strategy is a `SampledFromStrategy` (or `JustStrategy`), and if so using a variation on the shuffle in `permutations()` tuned to play nicely with `cu.more()`.  We'll also need a named identity function so we know when to unwrap `unique_by` and when to leave it alone.    I can't think of a nice way to make this apply to `dictionaries()`, but I haven't seen a use-case where that's a problem either so I think we can safely stick to the status quo.""",performance,performance,1,1
"""multilabel classification: Compare against """"The Great C++ Mathematical Expression Parser Benchmark"""" --- """,performance,performance,1,1
"""multilabel classification: Adds a debug visualization mode for the active physics world. --- Allows you to see the active collision info for the physics engine.  (Also catches that the glow buffer mode wasn't added to the empty template, apparently?) """,feature,feature,0,0
multilabel classification: Indivudual tests very fast but total time is always above 20sec  --- ,bug,performance,1,0
multilabel classification: Jest has detected open handle keeping Jest from exiting PIPEWRAP --- ,bug,bug,0,0
"""multilabel classification: Volumetric Fog Take 2 --- Went through, cleaned up the files and double-checked everything. """,feature,bug,0,0
multilabel classification: [Suggestion] Add replacement for prompt() as well --- Would be really cool if you would add a nice prompt() aka sweetPrompt() as well so one could use it to request user input. ,feature,feature,0,0
multilabel classification: Recent removal of postinstall of phantomjs breaks karma tests --- ,bug,bug,0,0
"""multilabel classification: Adds some filtering options to the console log gui --- Adds some filtering options to the console log gui so you can specify if you wish to be able to see errors, warnings and regular messages. It also denotes how many errors and warnings are currently in the log.""",feature,feature,0,0
multilabel classification: Entity/Component implementation --- Adds a (experimental-flagged) Entity/Component system to Torque 3D.  Can be activated via the advanced property TORQUE_EXPERIMENTAL_EC in cmake.  Note: Currently requires one of the Physics APIs(Bullet or PhysX) to be active as well to use any of the physics/collisions components. ,feature,feature,0,0
"""multilabel classification: Avoid DOM manipulation inside loops with jQuery --- using Select2 4.0.5    from a report on https://www.dareboost.com    Working directly with the DOM has a cost. If you have to add elements to a node, you should prefer to append them once rather than one by one.    """,performance,performance,1,1
multilabel classification: Jest complains about open handle when globalTeardown takes more than a second --- ,bug,bug,0,0
"""multilabel classification: Add closure microbenchmark (inner functions) --- Add a microbenchmark for exercising a function with a lot of inner functions. This exercises closure creation and entry to a function with a lot of inner function, which doesn't currently perform very well.""",performance,performance,1,1
"""multilabel classification: higher latency than zmq with small message --- Hi,  recently, I used the nng to replace the zmq in our project. however, In our test,  I find that nng（or nanomsg) has  higher latency than zmq with small message (less than 1M byte).   I use two nodes do the test.  one send one message to the other node. the other node receive the message and send it  back.  I calculate the time of such one round-trip.  Both nng and zmq use the pipeline model. and the code is almost the same as the example of nng and zmq.    here is the result :       latency（us） | 10 byte | 100 byte | 1000 | 10K | 100K | 1M | 10M|  -- | -- | -- | -- | -- | -- | -- | --  nng | 140 | 143 | 172 | 733 | 1231 | 8857 |  83472|  zmq  | 68 | 77 | 96 | 240 | 778 | 8143 | 81456      is that right? or is that any methods to reduce the latency of nng?""",performance,performance,1,1
"""multilabel classification: Change graph based on overlay data --- This PR makes it possible to feed external speed or access changes via GeoJSON. For now it is not yet integrated in e.g. GraphHopper core or web. But you can easily add it via:    pom.xml:    E.g. see FeedOverlayDataTest or an [example json file](https://raw.githubusercontent.com/graphhopper/graphhopper/reader-overlay-data/reader-overlay-data/src/test/resources/com/graphhopper/reader/overlaydata/overlaydata1.json)  Keep in mind that the order of any coordinate array is lon,lat and e.g. the bbox is min_lon,min_lat,max_lon,max_lat like specified in the [Geojson spec](http://geojson.org/geojson-spec.html). Also currently only three cases for a Feature are implemented: - `type=Point`,  - `type=MultiPoint` and  - no `type` and no `properties.coordinates` entry but with a bounding box entry `bbox`  It furthermore introduces a Json reader wrapper as discussed in #773 backed by Gson.  The overlay change functionality will stay in separate module `reader-overlay-data`. It goes even further and """,feature,feature,0,0
"""multilabel classification: Shared off-heap memory graph storage --- Currently the memory mapped and unsafe DataAccess allows offheap storage. It would be nice if different JVMs of the same server could access the same graph storage via the same shared memory (/dev/shm the in-memory based, shared memory virtual file system).    It is possible in Java, but not that easy. This will get more complicated especially with JDK9    Here are some links     * https://github.com/xerial/larray (LArray.mmap can create memory regions that can be shared between processes)   * http://javaforu.blogspot.de/2011/09/offloading-data-from-jvm-heap-little.html   * https://github.com/odnoklassniki/shared-memory-cache/blob/master/src/cache/UnsafeMemoryCache.java   * http://psy-lob-saw.blogspot.de/2013/04/lock-free-ipc-queue.html   * http://www.infoq.com/articles/Open-JDK-and-HashMap-Off-Heap   * some serialization tools (similar to valuetype) https://github.com/google/flatbuffers, https://kentonv.github.io/capnproto/roadmap.html and https://github.com/OpenHFT/Java-Lang   * http""",feature,feature,0,0
"""multilabel classification: initial version to open source the Isochrone API --- This was already [announced a long time ago](https://discuss.graphhopper.com/t/isochrone-in-open-source-version-of-graphhopper/695) some [other things are moving now](https://github.com/GIScience/openrouteservice) and so this might not be the latest and greatest solution, but we have the plan to improve this afterwards step by step :)    TODOs     - [x] rename package stuff from 'reach' to 'isochrone'    - [x] write tests for error messages and codes   - [x] include documentation #1303    - [x] dropwizardify #1333   - [x] ~~make UI working too e.g. either via separate asset endpoint or as separate application?~~ #1453   - [x] ~~make polygon creation faster as creating the points is already super fast!~~ later    ![image](https://user-images.githubusercontent.com/129644/37176394-8c65bf2a-231c-11e8-9a4e-a8445c8742d8.png)  """,feature,feature,0,0
"""multilabel classification: With Retries enabled, a failure in beforeAll is not thrown. --- """,bug,bug,0,0
"""multilabel classification: Fast, Non-lazy Completions.type --- Hey there !    For once not a bug, but a request for improvement.   With current IPython integration, I need to greedily compute the `.type` of all completions.  For the terminal version I could it lazily, notebook I can't. In some case (`matplotlib.` ) this can be gargantuesqually slow (don't know if it's an english adverb, but anyway), and AFAICT, jedi is reparsing – or not reusing some available context.    I do understand it can be hard to Guess if the context have changed.    So is there a way to tell jedi (like using a context manager): Thinks are not going to change underneath you, can you compute all these things at once ?    Right now it seem like an LRU cache in `mixed.py` does the trick ( line 120ish)        Though I understand that FastParser is _also_ made to recompute only what's necessary using DiffParser. But FastParser is supposed to have CachedFastParser as a metaclass so should it be cached .. but is not... Anyway getting late let me know if things make sens    """,performance,performance,1,1
"""multilabel classification: Completions on pudb causes high cpu in python repl --- I am using VSCode python extension and I saw that every time I try to autocomplete the command pudb.set_trace() python was using an awful lot of cpu.    I tried directly with Jedi and it seems to be an error when parsing the pudb package for autocomplete.    I ran in the python 3.4 repl two command:    The first work perfectly. The second one hangs and causes python3.4 to use one core at 100%. I need to kill it by hand.    I tried to autocomplete colorama and it also worked correctly.    ![pudb_autocomplete_high_cpu](https://cloud.githubusercontent.com/assets/279511/22858813/487d5f2a-f096-11e6-8135-0935a23860fb.jpg)    I am using Jedi 0.10.0 on python 3.4 in a pyenv. I am on Macos 10.12.3.    Vscode 1.9.1 is using Jedi 0.9.0 I think (not sure about that).    I also tried to do the same exeriment with Sublime Text 3 Anaconda with the following code:    and it seems to work. I am a bit loss why Sublime Text Anaconda manages to return the completions, but I am not able to do it in VSCode """,performance,performance,1,1
"""multilabel classification: SSE2/SSE4.2 support for UTF-16 --- In your docs you mention SSE is currently only supported for UTF-8 memory streams, I was wondering why is it not supported for UTF-16, as rapidjson supports UTF-16 streams.  Is it an issue with SSE itself or just the lack of implementation for it in rapidjson? """,performance,feature,0,1
multilabel classification: Adds a filter for materials to never import when importing a shape --- ,feature,feature,0,0
multilabel classification: Add DUK_HOT() and DUK_COLD() function attributes --- Add DUK_HOT() and DUK_COLD() mapped to `__attribute__((hot))` and `__attribute__((cold))` on GCC 4.3+. Try them out for bytecode executor inner function (hot) and error throwers (cold).,performance,feature,0,1
"""multilabel classification: Jest 24: Text Report shows stmts 0, branch 0, funcs 0 and lines 0 with no uncovered lines --- """,bug,bug,0,0
multilabel classification: CacheConfiguration.java template is generating the class with missing imports. --- ,bug,bug,0,0
multilabel classification: Implements a Material Instance viewer --- Implements a Material Instance viewer to the material editor to see a feature-filtered dump of the generated shaders for a given material.,feature,feature,0,0
multilabel classification: Requiring modules with isolateModules does not work if module has already been required with a non-isolated method e.g: using require.  --- ,bug,bug,0,0
"""multilabel classification: Add simple heuristic for clearing the data tree --- The data tree still has a tendency to get quite large, even with the new more compact representation, so this adds a fairly simple heuristtic for clearing it every now and then. A more sophisticated heuristic would probably be worthwhile, but I looked into it for a bit and decided it would probably have a very high complexity compared to the extra benefit. Something to think about in the long run.""",performance,feature,0,1
multilabel classification: Enables SDL's ability to drag and drop files onto the game window --- Enables SDL's ability to drag and drop files onto the game window and have it call back into script for handling.,feature,feature,0,0
multilabel classification: Cassandra driver error when starting Cassandra microsevice with docker-compose file --- ,bug,bug,0,0
multilabel classification: Compilation of fresh project failed when selected Social sign-in services and MongoDB --- ,bug,bug,0,0
multilabel classification: Swagger UI adds a :80 to the request url when used with https --- ,bug,bug,0,0
"""multilabel classification: Failure with completion for read() on ZipFile: """"RuntimeError: maximum recursion depth exceeded"""" --- I've tried to complete after `read()` of a `zipfile.Zipfile`, which took very long:    Using `strace`, it looks like it tries to open everything / a lot from the import path?!    In the end it aborts with `RuntimeError: maximum recursion depth exceeded`.  I hope I got the arguments to `jedi.Script` right (`len(s)`). """,performance,performance,1,1
"""multilabel classification: TAML, Assets and Modules implementation --- Initial implementation of the TAML, Asset and Module systems ported from T2D.  This is everything necessary for the base implementation and doesn't override any existing functionality. It comes with a blank example asset and a ShapeAsset that loads a shape file and stores the TSShape for later reference. """,feature,feature,0,0
multilabel classification: one to one relationships with dto does not compile --- ,bug,bug,0,0
"""multilabel classification: Collection view double-renders model if model changes during rendering --- If you change a model that's being rendered in a collection view, that model gets rendered twice. Code demonstrating the problem:    If you remove the initialize method in the V view class, the problem disappears.  Fiddle demonstrating the issue against 2.2.1: http://jsfiddle.net/XmFJ9/1/  This issue isn't present in 2.0.0rc3, but is in 2.0.0rc6. """,performance,bug,0,1
multilabel classification: jest fails to work when temp dir is on a RAM drive (Windows) --- ,bug,bug,0,0
multilabel classification: Improve memoization performance --- Use AtomicReference directly rather than via LazyImmutable (less Object creation).,performance,performance,1,1
multilabel classification: Configure target host from web interface --- It will be nice to be able to change target host from web interface. My suggestion: - Command-line `--host` argument value is used as default (initial) `host` value and become optional. - Add a new field _Target host_ to _Start new Locust swarm_ dialog. This field should be used to change `host` value from web interface without need to restart locus server. - `host` may not be changing while locust swarm is running. ,feature,feature,0,0
multilabel classification: JWT does not work with Spring Security Evaluation Extension --- ,bug,bug,0,0
multilabel classification: TestCase error when generating  microservice project with oauth2 authentication type --- ,bug,bug,0,0
"""multilabel classification: Add a best effort heap-wide object property slot cache --- Add a heap-wide property slot cache:  - Lookup key is a combination of `duk_hobject *` and a key string hash.  - Lookup value is a possible property slot (integer).    Property lookup changes:  - If object has hash part, use the hash part without using the slot cache.  - Otherwise, look up the slot cache using object/key.  - Validate the returned slot index: check that it's within the object's property table, and check that the key matches. If so, use the slot as is.  - Otherwise do the usual linear scan to find the key. When found, overwrite the property slot cache entry with the slot index.    The upsides of this approach are that:  - Unlike hash tables, it emphasizes actually looked up object/key pairs. No upfront work is done like with hash tables.  - There is no GC impact in ensuring the entries are valid (compare to the relatively tricky generation-based validity handling in the property cache prototype). The slot index is always just a best guess, and is always validated.  - The""",performance,feature,0,1
multilabel classification: Jest mockResolvedValue does not work with arrays in Typescript --- ,bug,bug,0,0
multilabel classification: Can't use babel-plugin-rewire with jest: The module factory of `jest.mock()` is not allowed to reference any out-of-scope variables --- ,bug,bug,0,0
multilabel classification: Introduce new getData method to avoid 64bit limit of getFlags --- Open questions     - int getData(int index) or maybe byte getData(int index) or `ByteRef getData(int index)` like lucene does similar? `int getData` would be easy to implement and not that bad.   - How to do this with #472   - Or should we implement a list of GraphExtension? This would allow more dynamically sized data and optional compression   - Or just a separate DataAccess nicely integrated in GHStorage    See something already in this branch https://github.com/graphhopper/graphhopper/compare/intsref_refactoring    Best would be if we can avoid getData method and use higher level methods instead.    ~~getFlags would be still necessary as it is the only 'column' where reversing is applied (#728)~~    Not part of this issue is to change the data type `long` to `byte[]` in the OSMReader IMO.,feature,feature,0,0
"""multilabel classification: Add internal duk_concat_2() helper for str+str arithmetic --- - [x] Add internal duk_concat_2() helper  - [x] Use it for executor str+str arithmetic, remove unnecessary ToString() in the call site (concat does it)  - [x] Add perf test  - [x] Releases entry""",performance,feature,0,1
"""multilabel classification: Test """"isVisible() rendering bypass"""" Performance --- As I was cutting jQuery out of the library (#62) I came across an interesting [article](http://stackoverflow.com/questions/19669786/check-if-element-is-visible-in-dom) on StackOverflow that lead me to this [jsperf](http://jsperf.com/check-hidden) showing that depending on how you check visibility there can be some serious performance consequences.  Let's build a test on http://jsperf.com/ to see just how much performance you gain having to check for visibility each frame. Specifically we should test the following: 1. Visible container rendering with check 2. Visible container rendering without check 3. Invisible container rendering with check """,performance,performance,1,1
"""multilabel classification: jdl creates """"many-side"""" in both entities for relationship manyToOne --- """,bug,bug,0,0
multilabel classification: Default microservice stack doesnt work out of the box --- ,bug,bug,0,0
multilabel classification: Bug: Entity dialog submit button is not re enabled on error --- ,bug,bug,0,0
"""multilabel classification: cached_test_function should not execute test function when it would overrun --- As @Zalathar pointed out in #1540 (and is now commented), currently `cached_test_function` will re-execute the test function in some cases where it knows that it cannot work because it's a strict prefix of a previously evaluated test.    In these cases it should avoid that re-execution and should instead return a fake `ConjectureData` object of some sort that indicates it overran.    (In theory it could synthesise a picture perfect accurate one with all the right data, but I don't think we actually need to do that - it's probably better if it's *not* a real ConjectureData object and errors if you try to do anything other than access its status and buffer)""",performance,performance,1,1
"""multilabel classification: JHipster 4.0.7 with Gradle+Kafka fails with """"object is not an instance of declaring class"""" --- """,bug,bug,0,0
multilabel classification: spyOn getter requires explicit type on getter after Jest 24 --- ,bug,bug,0,0
"""multilabel classification: Don't store the entire ConjectureData object in the tree --- This limits the scope of the `DataTree` to only store enough information to recreate the buffer and status of the stored `ConjectureData` objects. We then use a standard cache to map the rewritten buffers to the generated `ConjectureData` objects so that the shrinker still has access to them during shrinking, but eviction is now possible.    The reasoning is that `ConjectureData` objects are really large and memory hungry, and for the overwhelming majority of our tree usage we don't actually need them, so by avoiding storing them for that we can significantly reduce the memory profile.""",performance,performance,1,1
"""multilabel classification: Sometimes can't generate without prompt, even if there is file .yo-rc.json and other generation problems --- """,bug,performance,1,0
multilabel classification: root user in Jenkinsfile prevent jenkins to execute commands --- ,bug,bug,0,0
"""multilabel classification: Add DUK_HOBJECT_FLAG_FASTREFS to duk_hobject --- Refzero and mark-and-sweep need to DECREF/mark all actual strong references held by a duk_hobject. Because there are multiple duk_hobject sub-struct the DECREF/marking code needs to check multiple bits to see which sub-struct is used. Because most garbage collected objects are plain objects and arrays, and they don't have a sub-struct, several unnecessary bit tests are made for them.    Add `DUK_HOBJECT_FLAG_FASTREFS` which indicates that the object either (a) doesn't have a sub-struct, or (b) has a sub-struct but there are no strong references needing a DECREF/marking in the sub-struct. When the flag is set, DECREF/mark code can quickly skip testing the other flags.    As a technical side effect `Duktape.Thread.prototype` is changed to have an internal class of Object rather than Thread. This is needed due to flag changes; a `duk_hthread` is now recognized by its internal class rather than `DUK_HOBJECT_FLAG_THREAD` so whenever an object's inner class is Thread, Duktape internals assum""",performance,feature,0,1
"""multilabel classification: Also calculate blocks lazily --- Hey, psst, buddy, would you like to see some really weird code? Then boy do I have the PR for you.    Following on from #1828 where we calculated `examples` on first use, this also allows us to calculate `Block` objects on first usage.    Unfortunately the big differences between `Example` and `Block` are that a) We use blocks a lot more and b) We need them during generation time. This means that the `Example` approach of just deferring until we first access the collection is a non-starter.    So this does uh something else. The basic idea is that we can create a collection that only _looks_ like a list of blocks but actually only stores the endpoints until we first ask it for each block object.    Important features:    * If we only ask for a small number of blocks then we only build a small number of blocks. e.g. stateful testing asks for the last block generated (due to slightly dodgy reasons), and doing that should not cause all blocks to be calculated.  * A lot of things that coul""",performance,feature,0,1
"""multilabel classification: collection itemFilter should prevent filtered item markup from rendering --- Currently, using itemFilter will simple hide item level markup.  This can cause a problem if that item level data contains form fields which should not be retrieved when serialize is called. """,performance,performance,1,1
"""multilabel classification: Volumetric Fog with corrections --- Based on the Winterleaf PR #1059, this adds corrections so that it works with HDR being active, and also utilizes ambient color so that it works with day/night cycles, rather than being unlit during low-light settings. """,feature,feature,0,0
multilabel classification: Minification for prod skips js files in custom folders sometimes --- ,bug,bug,0,0
"""multilabel classification: Slow pandas completion --- I'm getting significant lag in emacs (company-mode with anaconda backend), while completions seem to break entirely with vim (YouCompleteMe) where it won't complete anything anymore for a long, long time when using pandas 0.15.1. Here is some example code:    It is at this point where lag in emacs becomes unbearable, while vim will happily continue to work, but all completions from YouCompleteMe will not work anymore (including completions for a different library).  Now, it seems the issue is that the getting the completion candidates is a costly affair in jedi itself:    Which gives me:    A similar timeit operation on os.path. completion gives me 9 ms, so it seems to me like that might be the source of the problem. """,performance,performance,1,1
"""multilabel classification: Performance degradation from 3.30.0 to 3.66.1 due to many """"invalid examples"""" --- Hi all,    I wrote a strategy for generating NetworkX graphs (https://github.com/pckroon/hypothesis-networkx), but testing that code is super slow. Previous issues here made me look at some older versions of hypothesis, and 3.30.0 in particular. It seems that the current version produces many many more invalid examples for some reason. Here's the statistics for both versions I tried:    For 3.66.1:      And for 3.30.0:  """,performance,performance,1,1
"""multilabel classification: >2 second lag in some cases using python 3 --- Forgive me if this is a known issue, I couldn't find it listed in the backlog.  I just started using Jedi with Vim to help edit python 3 scripts.  It works ok so far, but occasionally it locks up for sometimes as long as 2 seconds after triggering completion.  I tried looking into it briefly myself and turned on `jedi#enable_speed_debugging`, which resulted in this output:  https://dl.dropboxusercontent.com/u/2959315/temp/error_output.png  Which seems to point to some imports like datetime taking quite a long time """,performance,performance,1,1
"""multilabel classification: Expanded mesh baking functionality --- Expanded mesh baking functionality, now supporting baking of LODs and Collision meshes""",feature,feature,0,0
"""multilabel classification: Jedi on sublimeText3 too slow. --- When I typing code. It's very lagging...  For example:  content = res.content.decode('utf-8')  When I typing these code, on first c its lag..  res. its lag..  How to fix it ???  not a large file.  Look when i typing res.   ![jedi_lag](https://user-images.githubusercontent.com/40101424/48302838-d2aaaf80-e53c-11e8-9fd4-52ab08efd680.gif)  """,performance,performance,1,1
multilabel classification: Consider dropping expand-token attribute support for subexpressions --- I.e.  `{{i18n (expand foo{{bar}})}}` vs. `{{i18n foo{{bar}} expand-token=true}}`  Pros: More explicit when there may be security concerns. Cons: Subexpressions are a bit slower than just executing one helper. As of right now they can't be resolved via `trackIds`. ,performance,feature,0,1
multilabel classification: [Feature Request] Large world support --- Would it be possible to get large world support in the main branch of T3D?    Here is what I mean by that -   1. Terrain paging via [Terrain Master](https://github.com/ChrisCalef/T3DTerrainMaster)  2. Origin Shifting Via PhysX - http://docs.nvidia.com/gameworks/content/gameworkslibrary/physx/guide/Manual/OriginShift.html   3. Expose Origin shifting as a component    Since we already use PhysX This is part of the issue solved. However It would be dependent on getting physx 3.4.0 into the engine. I know that @rextimmy has a PR for that though. https://github.com/GarageGames/Torque3D/pull/2186,feature,feature,0,0
"""multilabel classification: Need PATRICIA trie for SUB --- When faced with very many subscriptions, we wind up doing a very poor filter of the topics, which can be O(n * k), which is not good.  Patricia is O(k).    We can steal the code from libnanomsg (though we will need to adapt it.)""",performance,feature,0,1
multilabel classification: Entity links to the User entity do not work --- ,bug,bug,0,0
"""multilabel classification: Implements hold and context keybinds --- Implements hold and context keybind functionality, enabling the ability to have actionmap binds for holding down a button(complete with hold time return if needed) and context binds for being able to have different events for tapping and holding on the same key.""",feature,feature,0,0
multilabel classification: Self referenced entities generated using JDL import error on Angular 4 --- ,bug,bug,0,0
"""multilabel classification: Provide support for Windows formatted timezones --- I'm trying to use moment to create a calendar ics file with the appropriate timezone, but since moment uses IANA timezone format and Outlook doesn't, i'm needing to find some way of converting the IANA name to windows so it recognizes the timezone name. It would be great if you had some function to get the Windows-compatible timezone name. Not like i'm in love with windows or anything, but everyone seems to have outlook.  Thanks! """,feature,feature,0,0
"""multilabel classification: Improve location lookup to avoid geocoding mismatch --- As mentioned in #549 I am currently looking into improving the location lookup. So what I did, was to extend the LocationIndex Interface for a new method, that matches not necessarily the closest but the best match, by comparing not only geographic distance but also the Levenstein distance.  Right now this is really simplistic and only a brief draft of how this could look like. As usual I like to discuss a draft first, before implementing too much detail :). However, the shown implementation matches the correct Street, for the example in #549, see the new IT.  So things that need to be done: - [x] Implement the `point_hint` parameter - also decide about the design of this parameter. - [x] Implement a more sophisticated 'Good Match', for example if the name is 5% of the perfect match. But then we would have to check if the distance from the best match from the current closestMatch is smaller than from the current. Not sure if this is worth the trouble? - [x] Prepare strings before compa""",feature,feature,0,0
multilabel classification: JHipster 2.18 - Swagger Docs V2 - Unauthorized with Oauth2 --- ,bug,bug,0,0
